"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"NNN","National Retail Properties","52.54","$8.49B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nnn",
"NNN^E","National Retail Properties","25.1","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nnn^e",
"NNN^F","National Retail Properties","23.44","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nnn^f",
"NSEC","National Security Group, Inc.","12.75","$32.22M","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/nsec",
"SID","National Steel Company","3.09","$4.26B","n/a","Capital Goods","Steel/Iron Ore","https://www.nasdaq.com/symbol/sid",
"NSA","National Storage Affiliates Trust","27.8","$1.57B","2015","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nsa",
"NSA^A","National Storage Affiliates Trust","24.7","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nsa^a",
"EYE","National Vision Holdings, Inc.","33.41","$2.58B","2017","Health Care","Ophthalmic Goods","https://www.nasdaq.com/symbol/eye",
"NWLI","National Western Life Group, Inc.","307.87","$1.12B","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/nwli",
"NAII","Natural Alternatives International, Inc.","11.22","$84.41M","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/naii",
"NGS","Natural Gas Services Group, Inc.","18.08","$237.16M","2002","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/ngs",
"NGVC","Natural Grocers by Vitamin Cottage, Inc.","14.36","$321.76M","2012","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/ngvc",
"NHTC","Natural Health Trends Corp.","14.11","$160.52M","n/a","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/nhtc",
"NRP","Natural Resource Partners LP","41.28","$505.51M","2002","Energy","Coal Mining","https://www.nasdaq.com/symbol/nrp",
"NATR","Nature&#39;s Sunshine Products, Inc.","8.32","$159.77M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/natr",
"BABY","Natus Medical Incorporated","28.08","$947.88M","2001","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/baby",
"NTZ","Natuzzi, S.p.A.","5.9295","$65.05M","1993","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/ntz",
"NLS","Nautilus Group, Inc. (The)","8.15","$242.76M","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/nls",
"NAVB","Navidea Biopharmaceuticals, Inc.","0.17","$30.92M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/navb",
"JSM","Navient Corporation","20.71","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jsm",
"NAVI","Navient Corporation","12.33","$3.05B","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/navi",
"NCI","Navigant Consulting, Inc.","26.89","$1.15B","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/nci",
"NVGS","Navigator Holdings Ltd.","10.78","$599.97M","2013","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nvgs",
"NNA","Navios Maritime Acquisition Corporation","7.68","$102.11M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nna",
"NMCI","Navios Maritime Containers L.P.","2.4513","$419.2M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nmci",
"NM","Navios Maritime Holdings Inc.","1.84","$2.29M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nm",
"NM^G","Navios Maritime Holdings Inc.","6.19","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nm^g",
"NM^H","Navios Maritime Holdings Inc.","6.1","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nm^h",
"NMM","Navios Maritime Partners LP","0.9679","$162.21M","2007","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nmm",
"NAV","Navistar International Corporation","37.91","$3.75B","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/nav",
"NAV^D","Navistar International Corporation","26","n/a","n/a","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/nav^d",
"NBTB","NBT Bancorp Inc.","39.11","$1.71B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nbtb",
"NCS","NCI Building Systems, Inc.","7.07","$887.11M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/ncs",
"NCR","NCR Corporation","28.32","$3.36B","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/ncr",
"NCSM","NCS Multistage Holdings, Inc.","5.92","$266.46M","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/ncsm",
"NEBU","Nebula Acquisition Corporation","10.09","$346.84M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/nebu",
"NEBUU","Nebula Acquisition Corporation","10.121","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/nebuu",
"NEBUW","Nebula Acquisition Corporation","0.8415","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/nebuw",
"NP","Neenah, Inc.","69.85","$1.18B","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/np",
"NKTR","Nektar Therapeutics","40.26","$6.97B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nktr",
"NNI","Nelnet, Inc.","54.39","$2.22B","2003","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/nni",
"NMRD","Nemaura Medical Inc.","1.13","$234.52M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nmrd",
"NEOG","Neogen Corporation","61.43","$3.2B","1989","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/neog",
"NEO","NeoGenomics, Inc.","18.5","$1.74B","n/a","Health Care","Precision Instruments","https://www.nasdaq.com/symbol/neo",
"NTGN","Neon Therapeutics, Inc.","4.8","$135.9M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ntgn",
"NEON","Neonode Inc.","2.77","$16.23M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/neon",
"NPTN","NeoPhotonics Corporation","7.69","$354.12M","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/nptn",
"NEOS","Neos Therapeutics, Inc.","2.36","$117.24M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/neos",
"NVCN","Neovasc Inc.","0.6393","$17.91M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nvcn",
"NEPT","Neptune Wellness Solutions Inc.","3.72","$297.36M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nept",
"UEPS","Net 1 UEPS Technologies, Inc.","4.11","$233.59M","2005","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ueps",
"NETE","Net Element, Inc.","6.09","$23.53M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/nete",
"NTAP","NetApp, Inc.","65.44","$16.48B","1995","Technology","Electronic Components","https://www.nasdaq.com/symbol/ntap",
"NTES","NetEase, Inc.","218.85","$28.74B","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ntes",
"NFLX","Netflix, Inc.","356.91","$155.83B","2002","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/nflx",
"NTGR","NETGEAR, Inc.","34.63","$1.09B","2003","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ntgr",
"NTCT","NetScout Systems, Inc.","27.67","$2.15B","1999","Technology","EDP Services","https://www.nasdaq.com/symbol/ntct",
"NETS","Netshoes (Cayman) Limited","2.35","$72.98M","2017","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/nets",
"NTWK","NetSol Technologies Inc.","6.97","$82.19M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ntwk",
"NTIP","Network-1 Technologies, Inc.","2.56","$60.81M","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/ntip",
"NBW","Neuberger Berman California Municipal Fund Inc","12.6","$69.94M","2002","n/a","n/a","https://www.nasdaq.com/symbol/nbw",
"NHS","Neuberger Berman High Yield Strategies Fund","11.18","$218.46M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nhs",
"NML","Neuberger Berman MLP Income Fund Inc.","7.69","$435.71M","2013","n/a","n/a","https://www.nasdaq.com/symbol/nml",
"NBH","Neuberger Berman Municipal Fund Inc.","14.03","$263.82M","2002","n/a","n/a","https://www.nasdaq.com/symbol/nbh",
"NBO","Neuberger Berman New York Municipal Fund Inc.","11.69","$59.35M","2002","n/a","n/a","https://www.nasdaq.com/symbol/nbo",
"NRO","Neuberger Berman Real Estate Securities Income Fund, Inc.","4.84","$229.51M","2003","n/a","n/a","https://www.nasdaq.com/symbol/nro",
"CUR","Neuralstem, Inc.","0.5251","$9.56M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cur",
"NBIX","Neurocrine Biosciences, Inc.","77.31","$7.02B","1996","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nbix",
"NURO","NeuroMetrix, Inc.","0.99","$7.6M","2004","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nuro",
"NUROW","NeuroMetrix, Inc.","0.0305","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nurow",
"STIM","Neuronetics, Inc.","17","$298.85M","2018","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/stim",
"NTRP","Neurotrope, Inc.","4.5","$35.59M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ntrp",
"UWN","Nevada Gold & Casinos, Inc.","2.49","$44.24M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/uwn",
"NVRO","Nevro Corp.","47.38","$1.43B","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nvro",
"NSU","Nevsun Resources Ltd","4.53","$1.4B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/nsu",
"NBEV","New Age Beverages Corporation","6.31","$473.67M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/nbev",
"HYB","New America High Income Fund, Inc. (The)","8.32","$194.43M","1988","n/a","n/a","https://www.nasdaq.com/symbol/hyb",
"GBR","New Concept Energy, Inc","1.75","$8.98M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/gbr",
"NEN","New England Realty Associates Limited Partnership","59.5","$222.03M","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/nen",
"NFE","New Fortress Energy LLC","14.02","$2.34B","2019","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/nfe",
"NFC","New Frontier Corporation","9.88","$399.77M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/nfc",
"NFC.U","New Frontier Corporation","n/a","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/nfc.u",
"NFC.WS","New Frontier Corporation","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nfc.ws",
"GF","New Germany Fund, Inc. (The)","13.74","$219.17M","1990","n/a","n/a","https://www.nasdaq.com/symbol/gf",
"NGD","New Gold Inc.","0.8895","$515.12M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/ngd",
"NWHM","New Home Company Inc. (The)","5.8","$118.54M","2014","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/nwhm",
"IRL","New Ireland Fund, Inc. (The)","9.1042","$45.36M","1990","n/a","n/a","https://www.nasdaq.com/symbol/irl",
"NEWM","New Media Investment Group Inc.","13.74","$828.48M","2014","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/newm",
"NMFC","New Mountain Finance Corporation","14.01","$1.07B","2011","n/a","n/a","https://www.nasdaq.com/symbol/nmfc",
"NMFX","New Mountain Finance Corporation","25.25","n/a","2018","n/a","n/a","https://www.nasdaq.com/symbol/nmfx",
"EDU","New Oriental Education & Technology Group, Inc.","78.38","$12.41B","2006","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/edu",
"NEWR","New Relic, Inc.","102.68","$5.89B","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/newr",
"NRZ","New Residential Investment Corp.","16.57","$6.12B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nrz",
"SNR","New Senior Investment Group Inc.","5.65","$464.14M","2014","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/snr",
"NYCB","New York Community Bancorp, Inc.","12.24","$5.8B","n/a","Finance","Banks","https://www.nasdaq.com/symbol/nycb",
"NYCB^A","New York Community Bancorp, Inc.","25.93","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nycb^a",
"NYCB^U","New York Community Bancorp, Inc.","48.15","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nycb^u",
"NYMT","New York Mortgage Trust, Inc.","6.25","$973.45M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nymt",
"NYMTN","New York Mortgage Trust, Inc.","22.7655","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nymtn",
"NYMTO","New York Mortgage Trust, Inc.","23.99","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nymto",
"NYMTP","New York Mortgage Trust, Inc.","23.9015","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/nymtp",
"NYT","New York Times Company (The)","32.13","$5.3B","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/nyt",
"NEWA","Newater Technology, Inc.","6.47","$69.93M","2017","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/newa",
"NWL","Newell Brands Inc.","17.29","$8.07B","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/nwl",
"NJR","NewJersey Resources Corporation","48.12","$4.27B","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/njr",
"NLNK","NewLink Genetics Corporation","1.85","$68.87M","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nlnk",
"NMRK","Newmark Group, Inc.","10.02","$1.77B","2017","n/a","n/a","https://www.nasdaq.com/symbol/nmrk",
"NEU","NewMarket Corporation","440.71","$4.93B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/neu",
"NEM","Newmont Mining Corporation","35.41","$18.86B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/nem",
"NR","Newpark Resources, Inc.","9.3","$844.74M","n/a","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/nr",
"NWS","News Corporation","13.05","$7.63B","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/nws",
"NWSA","News Corporation","12.8","$7.49B","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/nwsa",
"NEWT","Newtek Business Services Corp.","20.12","$380.23M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/newt",
"NEWTI","Newtek Business Services Corp.","25.96","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/newti",
"NEWTZ","Newtek Business Services Corp.","25.715","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/newtz",
"NEXA","Nexa Resources S.A.","10.54","$1.4B","2017","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/nexa",
"NXEO","Nexeo Solutions, Inc.","10.29","$923M","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/nxeo",
"NXEOU","Nexeo Solutions, Inc.","10.5","n/a","2014","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/nxeou",
"NXEOW","Nexeo Solutions, Inc.","0.475","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/nxeow",
"NXE","Nexgen Energy Ltd.","1.75","$614.66M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/nxe",
"NXRT","NexPoint Residential Trust, Inc.","37.5","$881.24M","2015","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nxrt",
"NHF","NexPoint Strategic Opportunities Fund","21.6","$491.15M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nhf",
"NXST","Nexstar Media Group, Inc.","90.84","$4.2B","2003","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/nxst",
"NEXT","NextDecade Corporation","3.71","$405.78M","2015","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/next",
"NEP","NextEra Energy Partners, LP","43.17","$2.42B","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/nep",
"NEE","NextEra Energy, Inc.","186.56","$89.17B","n/a","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/nee",
"NEE^I","NextEra Energy, Inc.","24.229","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nee^i",
"NEE^J","NextEra Energy, Inc.","23.3","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nee^j",
"NEE^K","NextEra Energy, Inc.","24.96","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nee^k",
"NEE^R","NextEra Energy, Inc.","61.06","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/nee^r",
"NXGN","NextGen Healthcare, Inc.","18.44","$1.19B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/nxgn",
"BIMI","NF Energy Saving Corporation","7.68","$58.16M","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/bimi",
"NGL","NGL ENERGY PARTNERS LP","13.1","$1.62B","2011","Energy","Oil Refining/Marketing","https://www.nasdaq.com/symbol/ngl",
"NGL^B","NGL ENERGY PARTNERS LP","23.75","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ngl^b",
"NODK","NI Holdings, Inc.","15.2","$339.87M","2017","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nodk",
"NMK^B","Niagara Mohawk Holdings, Inc.","93.25","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/nmk^b",
"NMK^C","Niagara Mohawk Holdings, Inc.","94.0077","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/nmk^c",
"EGOV","NIC Inc.","17.27","$1.15B","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/egov",
"NICE","NICE Ltd","114.94","$7.11B","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/nice",
"NICK","Nicholas Financial, Inc.","10.2","$80.64M","n/a","Finance","Finance Companies","https://www.nasdaq.com/symbol/nick",
"NCBS","Nicolet Bankshares Inc.","57.18","$542.92M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ncbs",
"NLSN","Nielsen N.V.","25.87","$9.18B","2011","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/nlsn",
"NITE","Nightstar Therapeutics plc","14.18","$474.8M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nite",
"NIHD","NII Holdings, Inc.","4.55","$458.97M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/nihd",
"NKE","Nike, Inc.","83.95","$132.12B","n/a","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/nke",
"NINE","Nine Energy Service, Inc.","25.36","$765.09M","2018","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/nine",
"NIO","NIO Inc.","7.64","$7.84B","2018","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/nio",
"NI","NiSource, Inc","26.44","$9.85B","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ni",
"NI^B","NiSource, Inc","26.8","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ni^b",
"NIU","Niu Technologies","7.54","$560.5M","2018","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/niu",
"NL","NL Industries, Inc.","4.36","$212.45M","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/nl",
"LASR","nLIGHT, Inc.","21.31","$779.35M","2018","Technology","Semiconductors","https://www.nasdaq.com/symbol/lasr",
"NMIH","NMI Holdings Inc","24.64","$1.63B","2013","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/nmih",
"NNBR","NN, Inc.","10.68","$449.67M","1994","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/nnbr",
"NOAH","Noah Holdings Ltd.","49.51","$2.84B","2010","Finance","Investment Managers","https://www.nasdaq.com/symbol/noah",
"HLTH","Nobilis Health Corp.","0.42","$32.87M","2015","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/hlth",
"NE","Noble Corporation","3.13","$772.47M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ne",
"NBL","Noble Energy Inc.","23.86","$11.45B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/nbl",
"NBLX","Noble Midstream Partners LP","34.36","$1.36B","2016","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/nblx",
"NOK","Nokia Corporation","6.15","$34.39B","1994","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/nok",
"NOMD","Nomad Foods Limited","18.99","$3.31B","2016","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/nomd",
"NMR","Nomura Holdings Inc ADR","4","$13.23B","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/nmr",
"NDLS","Noodles & Company","7.45","$327.22M","2013","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/ndls",
"OSB","Norbord Inc.","27.33","$2.27B","n/a","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/osb",
"NAO","Nordic American Offshore Ltd.","3.05","$189060.35","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/nao",
"NAT","Nordic American Tankers Limited","2.28","$323.69M","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/nat",
"NDSN","Nordson Corporation","135.09","$7.78B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ndsn",
"JWN","Nordstrom, Inc.","44.49","$7.44B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/jwn",
"NSC","Norfolk Souther Corporation","182.94","$48.93B","n/a","Transportation","Railroads","https://www.nasdaq.com/symbol/nsc",
"NSYS","Nortech Systems Incorporated","4.8498","$12.97M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/nsys",
"NOA","North American Construction Group Ltd.","11.44","$309.87M","2006","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/noa",
"NRT","North European Oil Royality Trust","6.87","$63.14M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/nrt",
"NBN","Northeast Bancorp","19.78","$178.81M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nbn",
"NAK","Northern Dynasty Minerals, Ltd.","0.9271","$290.57M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/nak",
"NOG","Northern Oil and Gas, Inc.","2.42","$922.22M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/nog",
"NTIC","Northern Technologies International Corporation","31.875","$144.78M","n/a","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/ntic",
"NTRS","Northern Trust Corporation","92.69","$20.3B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ntrs",
"NTRSP","Northern Trust Corporation","25.8093","$412.95M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ntrsp",
"NFBK","Northfield Bancorp, Inc.","15.1","$749.5M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/nfbk",
"NRIM","Northrim BanCorp Inc","39.58","$272.44M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/nrim",
"NOC","Northrop Grumman Corporation","287.5","$48.8B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/noc",
"NRE","NorthStar Realty Europe Corp.","17.41","$867.32M","2015","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/nre",
"NWBI","Northwest Bancshares, Inc.","18.62","$1.92B","2009","Finance","Major Banks","https://www.nasdaq.com/symbol/nwbi",
"NWN","Northwest Natural Holding Company","65.65","$1.89B","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/nwn",
"NWPX","Northwest Pipe Company","24.74","$240.85M","1995","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/nwpx",
"NWE","NorthWestern Corporation","66.78","$3.36B","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/nwe",
"NCLH","Norwegian Cruise Line Holdings Ltd.","55.52","$12.21B","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/nclh",
"NCLH","Norwegian Cruise Line Holdings Ltd.","55.52","$12.21B","n/a","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/nclh",
"NWFL","Norwood Financial Corp.","31.57","$198.66M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/nwfl",
"NVFY","Nova Lifestyle, Inc","0.85","$23.5M","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/nvfy",
"NVMI","Nova Measuring Instruments Ltd.","25.11","$701.29M","2000","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/nvmi",
"NBY","NovaBay Pharmaceuticals, Inc.","1.5219","$26.01M","2007","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nby",
"NG","Novagold Resources Inc.","3.84","$1.25B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/ng",
"NOVN","Novan, Inc.","1.15","$29.97M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/novn",
"NOVT","Novanta Inc.","77.28","$2.7B","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/novt",
"NVS","Novartis AG","90.51","$209.18B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nvs",
"NVAX","Novavax, Inc.","1.9","$727.42M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/nvax",
"NVLN","Novelion Therapeutics Inc. ","1.29","$24.42M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nvln",
"NVO","Novo Nordisk A/S","49.66","$118.78B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nvo",
"NVCR","NovoCure Limited","53.38","$4.97B","2015","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/nvcr",
"NVMM","Novume Solutions, Inc.","0.7862","$14.76M","n/a","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/nvmm",
"NVUS","Novus Therapeutics, Inc.","4.75","$44.76M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/nvus",
"DNOW","NOW Inc.","15.53","$1.68B","2014","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/dnow",
"NRCG","NRC Group Holdings Corp.","9.35","$345.04M","2017","Basic Industries","Environmental Services","https://www.nasdaq.com/symbol/nrcg",
